window,connection_count,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,missed_bytes,unique_dst_ports,failed_connection_ratio,mean_interarrival,std_interarrival,interarrival_cv,rst_ratio,run_id,label
1788946627,4,0.01548075,332.0,11916.0,21,8,1220,12000,0,1,0.0,0.2647703488667806,0.0579897188023387,0.2190189311247852,0.0,benign_mixed,BENIGN
1788946628,2,0.0122735,166.0,5958.0,10,4,590,6000,0,1,0.0,0.4713809490203857,0.0,0.0,0.0,benign_mixed,BENIGN
1788946629,3,0.0192343333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3317700624465942,0.0312360525131225,0.0941497020037806,0.0,benign_mixed,BENIGN
1788946630,2,0.017777,166.0,5958.0,10,4,590,6000,0,1,0.0,0.4237020015716553,0.0,0.0,0.0,benign_mixed,BENIGN
1788946631,3,0.007881,249.0,8937.0,15,6,885,9000,0,1,0.0,0.2895400524139404,0.0099561214447021,0.0343859903377664,0.0,benign_mixed,BENIGN
1788946632,3,0.0179206666666666,249.0,8937.0,15,6,885,9000,0,1,0.0,0.4220770597457886,0.1379588842391967,0.3268571012181699,0.0,benign_mixed,BENIGN
1788946633,3,0.009932,249.0,8937.0,15,6,885,9000,0,1,0.0,0.4185919761657715,0.0471339225769043,0.1126011134007935,0.0,benign_mixed,BENIGN
1788946634,3,0.0042576666666666,249.0,8937.0,15,6,885,9000,0,1,0.0,0.2384054660797119,0.0658125877380371,0.2760531829250608,0.0,benign_mixed,BENIGN
1788946635,2,0.039174,166.0,5958.0,10,4,590,6000,0,1,0.0,0.2515900135040283,0.0,0.0,0.0,benign_mixed,BENIGN
1788946636,3,0.026074,249.0,8937.0,17,6,965,9000,0,1,0.0,0.3429590463638305,0.1213709115982055,0.3538933085014715,0.0,benign_mixed,BENIGN
1788946637,2,0.001979,166.0,5958.0,10,4,590,6000,0,1,0.0,0.3562760353088379,0.0,0.0,0.0,benign_mixed,BENIGN
1788946638,4,0.01787675,332.0,11916.0,21,8,1220,12000,0,1,0.0,0.3026900291442871,0.0257968297954433,0.0852252380706814,0.0,benign_mixed,BENIGN
1788946639,2,0.001469,166.0,5958.0,11,4,630,6000,0,1,0.0,0.3138408660888672,0.0,0.0,0.0,benign_mixed,BENIGN
1788946640,3,0.0128713333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3945095539093017,0.1020245552062988,0.2586111139649469,0.0,benign_mixed,BENIGN
1788946641,3,0.0133083333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.2957699298858642,0.1030108928680419,0.3482804790459707,0.0,benign_mixed,BENIGN
1788946642,2,0.029129,166.0,5958.0,10,4,590,6000,0,1,0.0,0.318356990814209,0.0,0.0,0.0,benign_mixed,BENIGN
1788946643,3,0.018183,249.0,8937.0,15,6,885,9000,0,1,0.0,0.4105755090713501,0.129313588142395,0.3149568965642391,0.0,benign_mixed,BENIGN
1788946644,2,0.0208625,166.0,5958.0,11,4,630,6000,0,1,0.0,0.4361970424652099,0.0,0.0,0.0,benign_mixed,BENIGN
1788946645,2,0.0257585,166.0,5958.0,12,4,670,6000,0,1,0.0,0.3899829387664795,0.0,0.0,0.0,benign_mixed,BENIGN
1788946646,3,0.0129849999999999,249.0,8937.0,15,6,885,9000,0,1,0.0,0.4731709957122803,0.0421791076660156,0.0891413633722878,0.0,benign_mixed,BENIGN
1788946647,3,0.015404,249.0,8937.0,15,6,885,9000,0,1,0.0,0.287353515625,0.0888144969940185,0.3090774678738318,0.0,benign_mixed,BENIGN
1788946648,2,0.0015934999999999,166.0,5958.0,10,4,590,6000,0,1,0.0,0.2922930717468261,0.0,0.0,0.0,benign_mixed,BENIGN
1788946649,4,0.00852075,332.0,11916.0,21,8,1220,12000,0,1,0.0,0.1802412668863932,0.006772806281747,0.0375763353129114,0.0,benign_mixed,BENIGN
1788946650,3,0.010696,249.0,8937.0,16,6,925,9000,0,1,0.0,0.4631189107894897,0.0094069242477417,0.0203121142941571,0.0,benign_mixed,BENIGN
1788946651,3,0.0041543333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3306410312652588,0.1385769844055175,0.4191161147641816,0.0,benign_mixed,BENIGN
1788946652,3,0.007666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3135855197906494,0.137122631072998,0.4372734785858145,0.0,benign_mixed,BENIGN
1788946653,3,0.0166533333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3449294567108154,0.145857572555542,0.4228620366216712,0.0,benign_mixed,BENIGN
1788946654,2,0.026122,166.0,5958.0,10,4,590,6000,0,1,0.0,0.1960408687591552,0.0,0.0,0.0,benign_mixed,BENIGN
1788946655,2,0.0277945,166.0,5958.0,10,4,590,6000,0,1,0.0,0.574774980545044,0.0,0.0,0.0,benign_mixed,BENIGN
1788946656,3,0.009132,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3115140199661255,0.1032811403274536,0.3315457209235223,0.0,benign_mixed,BENIGN
1788946657,3,0.0230786666666666,249.0,8937.0,16,6,925,9000,0,1,0.0,0.3369719982147217,0.1100871562957763,0.3266952651229726,0.0,benign_mixed,BENIGN
1788946658,2,0.006125,166.0,5958.0,12,4,670,6000,0,1,0.0,0.3002419471740722,0.0,0.0,0.0,benign_mixed,BENIGN
1788946659,3,0.0159316666666666,249.0,8937.0,15,6,885,9000,0,1,0.0,0.3370410203933716,0.1416469812393188,0.4202662959956566,0.0,benign_mixed,BENIGN
1788946660,4,0.0185515,332.0,11916.0,20,8,1180,12000,0,1,0.0,0.2965649763743083,0.1006822153938239,0.3394946248364415,0.0,benign_mixed,BENIGN
1788946661,3,0.0081283333333333,249.0,8937.0,15,6,885,9000,0,1,0.0,0.2691445350646972,0.0495696067810058,0.184174673169902,0.0,benign_mixed,BENIGN
1788946662,3,0.0014183333333333,249.0,8937.0,16,6,925,9000,0,1,0.0,0.2966519594192505,0.1165000200271606,0.3927161656212565,0.0,benign_mixed,BENIGN
1788946663,4,0.0117762499999999,332.0,11916.0,20,8,1180,12000,0,1,0.0,0.2149923642476399,0.0197263744445334,0.091753837460997,0.0,benign_mixed,BENIGN
1788946664,3,0.0141989999999999,249.0,8937.0,16,6,925,9000,0,1,0.0,0.2752734422683716,0.0281375646591186,0.1022167791678449,0.0,benign_mixed,BENIGN
